Character,Country,Popularity_Score,Avg_Episodes_Watched_Per_Year,Merchandise_Revenue_MillionUSD,Popularity_per_Episode,Revenue_per_Episode
Peppa pig,South Korea,0.6473717453761757,65.0,75.42590186355064,1.3594062170200942,1.1428166949022824
Mr bean,Germany,0.6449015763230287,24.0,69.70103141760617,3.572107331161267,2.788041256704247
Mickey mouse,Mexico,0.5282222331315405,78.0,4.751136824445943,0.8804088436683141,0.060140972461341057
Mickey mouse,United Arab Emirates,0.2785701212639117,54.0,183.7495147752829,0.49624602138773916,3.3409002686415072
Peppa pig,Saudi Arabia,0.4970453290434997,64.0,26.75547507801117,0.988845612322055,0.4116226935078641
Motu patlu,France,0.5598291800121157,49.0,7.793218674824172,1.4980485221657014,0.15586437349648344
Doraemon,South Africa,0.24609504010117988,78.0,61.11750189520224,0.2759044821601312,0.7736392644962309
Shinchan,Saudi Arabia,0.35165966899088696,14.0,83.22659174425152,2.644362943444182,5.548439449616768
Shinchan,United States of America,0.33625028165862886,48.0,42.58581534334093,0.7562670943225637,0.8690982723130802
Pokemon,Nigeria,0.5947879685634496,66.0,183.7495147752829,1.2062674907563522,2.742530071272879
Motu patlu,Russia,0.3160611569549386,46.0,21.99986516779416,0.7157374891305855,0.46808223761264167
Motu patlu,Australia,0.40596525725879956,93.0,71.47239824079955,0.5197636668604121,0.7603446621361655
Mr bean,South Africa,0.7061080821371152,50.0,27.82072627064344,1.9541793410967294,0.5455044366792832
Paw patrol,Australia,0.5453911988931311,72.0,98.0705524157888,0.9925821932781529,1.343432224873819
Paw patrol,United States of America,0.19193026622012443,67.0,2.2142749341752888,0.1857051367035425,0.03256286667904836
Motu patlu,Japan,0.4891857600600649,24.0,94.96343859344508,2.5177828278079932,3.798537543737803
Peppa pig,Nigeria,0.29299543672608375,59.0,62.48170478614271,0.49558855419564557,1.0413617464357119
Mr bean,Canada,0.11890886936223097,81.0,4.231345682711504,0.003263076344982601,0.05160177661843298
Mr bean,Saudi Arabia,0.3684874709926847,87.0,27.29761469242338,0.48311246148205866,0.3102001669593566
Peppa pig,Russia,0.6742329560335371,68.0,60.20562954206926,1.3661974503536825,0.8725453556821632
Mr bean,Saudi Arabia,0.5691256066782879,78.0,75.87061421084316,0.9680511139642737,0.9603875216562425
Peppa pig,Japan,0.3069997120102371,25.0,69.67369372435982,1.2348394459868137,2.679757450936916
Pokemon,United Kingdom,0.421336150126575,89.0,140.20697445969677,0.5717736136990057,1.5578552717744085
Pokemon,Egypt,0.6377058707037437,8.0,183.7495147752829,9.78718463730895,20.41661275280921
Shinchan,United Kingdom,0.6089333383414857,96.0,70.83575136265952,0.8578795605864961,0.7302654779655621
Tom and jerry,Nigeria,0.15856983206134886,87.0,78.98402317066513,0.07932963591617105,0.8975457178484674
Peppa pig,China,0.3137236785387393,53.0,32.855957672674705,0.6156295476124988,0.6084436606050871
Mickey mouse,Mexico,0.6022011469330469,68.0,40.49514213338844,1.1894892053761665,0.5868861178751948
Shinchan,China,0.20852010679826996,38.0,69.57775526010133,0.3957979968501253,1.7840450066692648
Mickey mouse,South Africa,0.1577490561735404,41.0,183.7495147752829,0.16290654090845583,4.374988447030545
Pokemon,India,0.29064100771813534,23.0,125.37936944574588,1.22236573318837,5.224140393572745
Mickey mouse,Saudi Arabia,0.26737032033075514,6.0,141.18021689101454,3.628247705907747,20.168602413002077
Peppa pig,France,0.707728033407719,18.0,57.62034654272315,5.259860871053575,3.0326498180380606
Mickey mouse,United States of America,0.6093443523195798,34.0,107.639323883089,2.379539713351967,3.075409253802543
Tom and jerry,United States of America,0.4597229377924366,24.0,33.34519344568703,2.3182952214736114,1.3338077378274813
Spongebob squarepants,Brazil,0.40198936526956913,150.0,183.7495147752829,0.3191045230951928,1.2168842038098207
Mickey mouse,Spain,0.2735623216420184,52.0,183.7495147752829,0.4989784497215545,3.4669719768921303
Mr bean,Egypt,0.49994171629804185,64.0,30.91682727839577,0.9963882779068332,0.47564349659070415
Pokemon,Egypt,0.5134312624257917,74.0,183.7495147752829,0.8939816251335617,2.4499935303371054
Mickey mouse,Spain,0.256816391182427,92.0,183.7495147752829,0.25388455723762976,1.9758012341428268
Pokemon,United Arab Emirates,0.31435533022703566,77.0,183.7495147752829,0.42757584158014866,2.3557630099395244
Tom and jerry,France,0.19412358158117965,40.5,86.7783409621733,0.31323405167093205,2.0910443605342963
Doraemon,South Korea,0.3986799519239498,105.0,45.74853657096647,0.4492886466257078,0.43158996765062707
Paw patrol,India,0.35459154992190706,67.0,44.91267060693786,0.5906136095772948,0.6604804501020274
Peppa pig,Italy,0.29154486805435903,60.0,70.47616243606055,0.48343892778670466,1.1553469251813204
Mr bean,South Korea,0.36308232986141054,59.0,26.23408985179514,0.6933160837691588,0.4372348308632523
Shinchan,Spain,0.46379409758249507,47.0,41.67005465929366,1.2218022557072437,0.8681261387352847
Doraemon,Spain,0.2087380755687604,27.0,56.07028213432836,0.5526077709223622,2.0025100762260126
Paw patrol,United Arab Emirates,0.4771040464480598,93.0,18.861191124124588,0.6478669314394311,0.20065096940558072
Tom and jerry,China,0.17153581729676728,79.5,34.74870219516394,0.11398469944651592,0.43166089683433473
Shinchan,United Arab Emirates,0.37910597546088187,82.0,28.043517592112178,0.5338710534100314,0.3378737059290624
Peppa pig,United States of America,0.14969166927675215,32.0,76.65192868036353,0.16600593490327573,2.3227857175867737
Tom and jerry,Nigeria,0.32655946527849755,148.5,2.855412121978925,0.23690111796630406,0.019099746635310534
Mickey mouse,Italy,0.38913956999648225,51.0,183.7495147752829,0.8848017344111706,3.5336445149092865
Motu patlu,Brazil,0.43079353177505064,49.0,95.86411155071788,1.0612096415452965,1.9172822310143576
Tom and jerry,Japan,0.40923763743096264,118.5,92.49127158018028,0.41348705022375626,0.7739855362358182
Spongebob squarepants,Russia,0.4667211702931374,21.0,137.21841751910262,2.6882716219591862,6.237200796322846
Shinchan,Russia,0.5538605035399982,78.0,32.83114952516241,0.9353430955458741,0.41558417120458746
Spongebob squarepants,Brazil,0.7027729248896606,124.5,113.73703868409414,0.7896302969297909,0.9062712245744553
Spongebob squarepants,Mexico,0.5052064845321814,36.0,176.07363583216662,1.7744975308391295,4.758746914382882
Mickey mouse,Japan,0.585018251257873,90.0,183.7495147752829,0.8699581954544434,2.0192254370910208
Paw patrol,Brazil,0.5699502197419798,22.0,30.28341806380756,3.3311139463818242,1.3166703506003288
Paw patrol,United Arab Emirates,0.21317891490708296,84.0,17.38837740866181,0.19087907304523588,0.2045691459842566
Pokemon,Russia,0.6877736381705087,29.0,183.7495147752829,3.2186554573134547,6.124983825842763
Paw patrol,Australia,0.2650225249180045,52.0,11.156383443092526,0.4717041728094473,0.21049780081306654
Motu patlu,South Korea,0.5998118983549476,8.0,40.24894258155453,9.074480620616672,4.472104731283837
Spongebob squarepants,Italy,0.286807868396051,141.0,183.7495147752829,0.20202774458680856,1.2940106674315697
Mr bean,United Arab Emirates,0.28752989607826385,11.0,64.25622148510823,2.400846483660254,5.354685123759019
Paw patrol,Canada,0.11825229548247197,78.0,66.7727588724589,0.0019801720675936673,0.8452247958539101
Paw patrol,India,0.4928633531112755,37.0,36.35229377495856,1.6728178722858684,0.9566393098673306
Peppa pig,United States of America,0.49707248567215534,92.0,69.84353594761033,0.691178081938409,0.7510057628775305
Pokemon,Australia,0.3005116557284198,74.0,13.876369146461778,0.4134345105825224,0.18501825528615704
Spongebob squarepants,South Korea,0.6458531071767957,42.0,150.7644475706073,2.080552313848961,3.5061499435024954
Shinchan,Brazil,0.1646304417160886,44.0,72.04862821985401,0.17793091349998946,1.6010806271078668
Spongebob squarepants,United States of America,0.3319614419200363,136.5,12.248763869743778,0.26422627683707806,0.08908191905268202
Mr bean,Mexico,0.2079747933911929,52.0,76.54536270805937,0.28950596866548706,1.444252126567158
Mr bean,Brazil,0.4491475085004592,38.0,22.242472116948253,1.4401864378452491,0.570319797870468
Tom and jerry,Russia,0.6889342643809836,135.0,7.428968753291044,0.7114420855610754,0.05462477024478709
Tom and jerry,United Kingdom,0.2571847634729667,76.5,37.52220538462085,0.3054660442411232,0.4841574888338174
Motu patlu,South Africa,0.6037323328035885,45.0,45.54747507063661,1.7898682598008493,0.9901625015355784
Peppa pig,South Korea,0.6084888623264137,43.0,32.943414364301006,1.8895245601535031,0.7487139628250229
Shinchan,Egypt,0.4803139140505954,87.0,94.219091798991,0.6982139526229523,1.070671497715807
Peppa pig,Japan,0.4580672612727691,78.0,64.26012802867817,0.7300901664270621,0.8134193421351666
Pokemon,Mexico,0.15272295400377434,66.0,104.03719280047788,0.08942243721592387,1.5527939223951923
Spongebob squarepants,Spain,0.2601396038838582,93.0,31.75306081048972,0.25716793716645436,0.33779851926052895
Tom and jerry,Italy,0.7057169611803854,66.0,9.914860409334649,1.486521509097637,0.14798299118409924
Doraemon,South Africa,0.1808341830873184,57.0,76.62181965203696,0.18533980064001276,1.3210658560696027
Paw patrol,Russia,0.7016532255354416,20.0,10.57146711644878,4.709955717241536,0.5034031960213705
Tom and jerry,Nigeria,0.5388967730779368,106.5,61.01979171797661,0.6638063686742387,0.5676259694695499
Peppa pig,Italy,0.4067148292908976,65.0,37.46742317671119,0.7421918970700896,0.5676882299501695
Doraemon,Saudi Arabia,0.4620561670947392,127.5,77.68600685354728,0.45410371754680157,0.604560364619045
Shinchan,South Korea,0.35976678639801324,65.0,73.84788985559946,0.6217839535192501,1.1189074220545372
Pokemon,Brazil,0.44004995121657686,97.0,183.7495147752829,0.5574216522906431,1.8749950487273765
Motu patlu,Germany,0.5251011510617756,66.0,93.43633710230924,1.030208823229264,1.3945721955568544
Mickey mouse,Spain,0.28891883998929463,96.0,183.7495147752829,0.2994357237040573,1.8943248945905453
Motu patlu,China,0.2586887939282791,72.0,24.05081942078932,0.3277836519812275,0.32946327973684003
Tom and jerry,Brazil,0.636260259019816,45.0,29.43725871887506,1.9095643945961485,0.6399404069320666
Mr bean,United States of America,0.6385319773349558,9.0,40.30246285355167,8.822449731648332,4.030246285355167
Doraemon,United Kingdom,0.38574392828618115,108.0,93.91748967234636,0.4168340166576101,0.8616283456178565
Tom and jerry,Brazil,0.29161960737371073,43.5,85.75850392307231,0.6629758599062516,1.9271573915297149
Shinchan,Italy,0.3439323676261682,39.0,30.89263812946985,0.958935976690077,0.7723159532367463
Doraemon,Brazil,0.6461371936086071,66.0,64.23242119473895,1.3359975668899315,0.9586928536528201
Pokemon,United Arab Emirates,0.656581131597832,90.0,183.7495147752829,1.0030735036078071,2.0192254370910208
Paw patrol,Saudi Arabia,0.6507273525365196,73.0,33.48364613647844,1.2201191354592011,0.452481704547006
Shinchan,United States of America,0.3871909588291643,64.0,31.50878683928197,0.7027668857105784,0.4847505667581842
Shinchan,Japan,0.6456055452434581,65.0,41.47782664610558,1.354876432330987,0.6284519188803875
Mickey mouse,Russia,0.3392482370145887,89.0,42.49797248169499,0.4173839264466529,0.4721996942410554
Tom and jerry,India,0.3908569379134259,88.5,82.51268330020265,0.5173227946310391,0.921929422348633
Shinchan,United Arab Emirates,0.12657119956971127,17.0,45.19766555861163,0.08692109090860872,2.5109814199228686
Pokemon,United States of America,0.2556637274168103,78.0,180.58154926034692,0.29640698372361635,2.2858423957005938
Paw patrol,United States of America,0.5516693754031535,91.0,50.06645796180908,0.7991435970914887,0.5442006300196639
Spongebob squarepants,Germany,0.3970688365221568,64.5,45.872469502058,0.7229294968125495,0.7003430458329466
Paw patrol,Australia,0.38304868657294344,73.0,19.85768022464309,0.6078200349043892,0.26834703006274446
Mr bean,Egypt,0.6531758975479475,6.0,19.812346065384723,12.957611821907365,2.8303351521978177
Peppa pig,Canada,0.3422116636298888,50.0,36.60481718010334,0.7463955772018089,0.7177415133353596
Spongebob squarepants,South Korea,0.5552377852271945,112.5,175.00544903310794,0.6530857962259814,1.5418982293665897
Mr bean,Italy,0.688312201840029,67.0,73.54445146547687,1.4213356871328582,1.081536050962895
Paw patrol,Nigeria,0.6757168936914114,5.0,84.4119269657095,15.753135186681638,14.068654494284916
Spongebob squarepants,United Arab Emirates,0.12662198836356892,85.5,160.23704111197023,0.018187013721641308,1.852451342334916
Mickey mouse,United Kingdom,0.25968528486016956,37.0,82.39544679296084,0.6341285060881795,2.1683012313937065
Mr bean,Japan,0.5660686497828539,53.0,48.12450491305722,1.4066404632904532,0.8911945354269856
Spongebob squarepants,United Kingdom,0.25306728151825175,139.5,144.22358543064618,0.16353487338150657,1.0265023874067345
Peppa pig,Italy,0.2025121784543199,55.0,30.62841206850539,0.2574849308635302,0.5469359297947392
Paw patrol,China,0.16366085817725548,49.0,44.27173703150642,0.15685538203705618,0.8854347406301284
Mickey mouse,France,0.2521054446337145,53.0,183.7495147752829,0.42247849973003054,3.4027687921348684
Shinchan,China,0.18027521622918039,44.0,76.37330262889621,0.23677981713613583,1.6971845028643602
Paw patrol,Spain,0.5807509816869715,6.0,39.39215637846098,11.206267489325821,5.627450911208712
Peppa pig,Brazil,0.4086509539218334,60.0,30.67547313823476,0.8083999052635815,0.5028766088235207
Pokemon,United Kingdom,0.35109107469097206,53.0,100.87388973494028,0.7327629230118625,1.8680349950914865
Tom and jerry,Australia,0.3525961227228659,148.5,49.60972397631813,0.2663809916682328,0.33183761857068983
Mickey mouse,Australia,0.5200634909578744,98.0,183.7495147752829,0.6885986193233209,1.8560557048008375
Mickey mouse,Germany,0.539868320878598,14.0,180.58635486165213,4.768242608662842,12.039090324110141
Mickey mouse,Spain,0.4681391284362214,18.0,183.7495147752829,3.1253681229204084,9.671027093435942
Mickey mouse,South Korea,0.2484797059518411,76.0,173.84491328631657,0.2883130903239784,2.25772614657554
Paw patrol,South Africa,0.6854880841031162,98.0,31.877144045856603,0.9714422885656266,0.32199135399855155
Pokemon,Japan,0.1853170534041251,87.0,183.7495147752829,0.13077871215771128,2.088062667900942
Spongebob squarepants,Canada,0.2274399327724211,82.5,183.7495147752829,0.22321787459121198,2.2005929913207534
Mr bean,Japan,0.43450604245211083,30.0,26.97298614978373,1.7319000340988517,0.8700963274123784
Peppa pig,Spain,0.5980602644242156,43.0,59.4266681327704,1.849405123320304,1.3506060939266
Spongebob squarepants,South Korea,0.3672467453161046,109.5,183.7495147752829,0.3828405267630881,1.6628915364278996
Spongebob squarepants,Spain,0.23260418774465882,114.0,150.0060448163219,0.16967694924717322,1.3044003897071468
Shinchan,Canada,0.4349311650392774,63.0,77.48221617807475,0.8400134659450303,1.210659627782418
Paw patrol,United States of America,0.24643614720381038,99.0,75.38320397962354,0.21854193501007343,0.7538320397962355
Shinchan,Canada,0.5244475677882284,83.0,17.43218015133566,0.820397127514003,0.2075259541825674
Spongebob squarepants,Brazil,0.2882575270363523,105.0,183.7495147752829,0.2729558900612675,1.7334859884460652
Motu patlu,China,0.6067703102299881,91.0,15.074991674461415,0.9005236985854702,0.1638586051571893
Shinchan,Spain,0.46112999786980546,98.0,97.2428789018577,0.5878338835040207,0.9822513020389666
Mickey mouse,Australia,0.2848664084239614,21.0,147.145357490526,1.2890594363806989,6.688425340478455
Pokemon,Brazil,0.77257233797702,21.0,92.6540547997974,5.041526914248755,4.211547945445336
Shinchan,Brazil,0.5462202632558147,59.0,183.7495147752829,1.2099806057840754,3.0624919129213817
Doraemon,United Kingdom,0.19541324405416702,81.0,80.7897265489421,0.16118920864946443,0.9852405676700255
Tom and jerry,Japan,0.5013405606659708,145.5,75.07861480106442,0.4436998042032812,0.5124820122939551
Shinchan,Mexico,0.5846724755589077,87.0,55.78626654668828,0.8989507513614388,0.6339348471214578
Motu patlu,Australia,0.14956593717730582,35.0,12.161622597777043,0.15158091948681376,0.3378228499382512
Spongebob squarepants,Saudi Arabia,0.21939564651336899,21.0,23.057173074011853,0.7853196006852773,1.0480533215459933
Paw patrol,South Korea,0.49573833335104456,24.0,31.680781676047552,2.562149153249407,1.2672312670419021
Mickey mouse,Japan,0.6805847588714827,36.0,132.0416258159877,2.5768323695028976,3.5686925896212887
Tom and jerry,India,0.4263040001033449,145.5,37.81507365827358,0.3570002475961831,0.2581233696810484
Doraemon,Nigeria,0.45799663072624763,94.5,6.488471973399737,0.6038237431562136,0.06794211490470929
Peppa pig,Australia,0.33235451998920873,27.0,85.89103457704927,1.29991605832586,3.067536949180331
Spongebob squarepants,Italy,0.3375720057327666,16.5,183.7495147752829,2.1303323813592074,10.49997227287331
Motu patlu,Japan,0.2358786259527226,43.0,25.015815361803337,0.45607080330217237,0.5685412582228031
Paw patrol,India,0.4372567793547511,93.0,183.7495147752829,0.5761119148390699,1.9547820720774778
Paw patrol,United States of America,0.28264050226240944,34.0,52.45616263071166,0.7995007739115323,1.498747503734619
Shinchan,Mexico,0.37430295887685033,35.0,85.2404568730733,1.2082857734305148,2.3677904686964806
Pokemon,Australia,0.18170601149867635,62.0,123.73422791703648,0.1729727519340286,1.9640353637624837
Motu patlu,Germany,0.14115377267812387,46.0,71.40458243022604,0.08580810235885825,1.5192464346856605
Tom and jerry,Russia,0.17328898270594056,33.0,7.105249264887419,0.2786037558589621,0.20897791955551234
Shinchan,Japan,0.6504957244434771,21.0,84.8802680306603,4.102254917878552,3.85819400139365
Peppa pig,South Africa,0.21941744573657648,28.0,45.15513163401898,0.5958869373475488,1.5570735046213442
Pokemon,United States of America,0.3649994794275019,72.0,183.7495147752829,0.5742942756114124,2.5171166407573002
Pokemon,Saudi Arabia,0.22355795276291388,33.0,183.7495147752829,0.5288702167584389,5.4043974933906735
Peppa pig,United Kingdom,0.43261590581496845,99.0,99.64281280213926,0.5336895645878103,0.9964281280213926
Tom and jerry,Spain,0.5311984240899155,115.5,94.88848209854314,0.6013397453660243,0.8144934085711857
Tom and jerry,Canada,0.39970967743375974,124.5,13.918465016299075,0.38086771965432625,0.11090410371553049
Doraemon,China,0.6257858157626495,78.0,66.55181572708457,1.0894550210019631,0.8424280471782858
Mickey mouse,Italy,0.5270627949379906,50.0,177.91819626758178,1.3599223495932216,3.488592083678074
Doraemon,Mexico,0.45257990811544496,67.5,96.78563687597762,0.8284419778531349,1.4129290054887242
Shinchan,Brazil,0.602741260583577,98.0,45.21636347568159,0.8299614196245554,0.45673094419880395
Shinchan,Russia,0.6398948981052847,53.0,38.15940946371426,1.6380592547911619,0.7066557308095234
Mr bean,United States of America,0.6795415504907666,26.0,16.929544996220788,3.524674560867114,0.6270201850452144
Peppa pig,South Korea,0.6429676539397586,17.0,97.4654436469707,4.94307372446691,5.41474686927615
Motu patlu,Mexico,0.20806445521499653,59.0,82.56583340123298,0.255983224194557,1.376097223353883
Motu patlu,United Kingdom,0.40627184636173447,16.0,39.36518458502918,2.877040071297984,2.3155990932370107
Pokemon,France,0.5287822621283164,90.0,163.81035478378857,0.7653526934577578,1.8001137888328413
Paw patrol,South Africa,0.29388098703598614,96.0,57.55077359188386,0.3080949577393839,0.5933069442462253
Pokemon,Australia,0.3674453132924416,60.0,183.7495147752829,0.6940572119927858,3.012287127463654
Shinchan,Egypt,0.3879936411965807,94.0,52.73363903453111,0.4822707169711739,0.5550909372055907
Shinchan,United Kingdom,0.6372859320648971,38.0,49.072894436346736,2.2567584221154675,1.258279344521711
Peppa pig,Mexico,0.2576828473313209,39.0,3.003055970733916,0.5939482347907681,0.0750763992683479
Shinchan,Germany,0.6051997654201938,58.0,9.839398179990294,1.3997005623385603,0.1667694606778016
Paw patrol,Nigeria,0.53652043157951,72.0,3.865867772698383,0.9720128744717664,0.05295709277669018
Pokemon,Australia,0.41574163085549165,20.0,74.85561409311464,2.4053636901769706,3.564553052053078
Paw patrol,France,0.2857385623990712,25.0,78.20318337922426,1.0964206785952382,3.007814745354779
Mickey mouse,India,0.21964988102512484,33.0,183.7495147752829,0.5094136955357199,5.4043974933906735
Mickey mouse,Australia,0.6043062197361599,18.0,183.7495147752829,4.338478007740335,9.671027093435942
Motu patlu,Japan,0.309409353063483,88.0,89.34500597041234,0.3653225508758492,1.0038764715776667
Peppa pig,China,0.7066029321144156,58.0,73.93647747856811,1.6906255925055864,1.253160635229968
Mr bean,South Africa,0.4170345195354632,89.0,18.932449922596074,0.5636831728964615,0.21036055469551193
Tom and jerry,Japan,0.6321441345576907,70.5,58.97149882548347,1.218786338691583,0.8247762073494191
Peppa pig,Australia,0.3428068498704184,11.0,15.927066658430991,3.180576831713226,1.3272555548692493
Pokemon,Brazil,0.4901233506008588,86.0,137.2598088848425,0.7253250255893048,1.577698952699339
Shinchan,South Korea,0.343779966326805,30.0,95.05679293270136,1.2365045808176152,3.0663481591193986
Doraemon,Spain,0.41468421388381826,19.5,30.52202309591974,2.455299896026191,1.488879175410719
Tom and jerry,Spain,0.6530940219449527,10.5,72.98971398549581,7.886036836466414,6.346931650912679
Spongebob squarepants,Mexico,0.4332325926405449,16.5,183.7495147752829,3.055619623964803,10.49997227287331
Paw patrol,Australia,0.29521869452766464,89.0,62.656979903264336,0.3345738386186581,0.6961886655918259
Peppa pig,United Kingdom,0.576922905852109,30.0,41.56586682230061,2.509544892248461,1.3408344136226005
Pokemon,Japon,0.5125662048283985,16.0,25.289319447416013,3.9354231205978825,1.487607026318589
Motu patlu,Brazil,0.33013214241247846,59.0,10.404848562727448,0.6003577734231463,0.17341414271212413
Tom and jerry,United Arab Emirates,0.33746211456283154,28.5,96.26868308482564,1.2631259433032163,3.2633451893161234
Tom and jerry,United States of America,0.17859872210861616,99.0,68.16092048867134,0.10371310573836943,0.6816092048867134
Tom and jerry,South Korea,0.5042668545196739,136.5,74.61875741994568,0.47634441372610187,0.5426818721450595
Paw patrol,United Kingdom,0.40203771828408186,87.0,84.06426910174895,0.5476473605916369,0.9552757852471472
Tom and jerry,South Africa,0.4077789886177564,60.0,23.047945793711104,0.8059802641711495,0.37783517694608365
Peppa pig,Russia,0.5575929405210306,56.0,183.7495147752829,1.3074367801004987,3.2236756978119807
Paw patrol,Russia,0.1493922994180308,63.0,76.97422358658939,0.08480502078994975,1.2027222435404592
Shinchan,Italy,0.5898925512609978,52.0,5.532032875648394,1.509269274799098,0.10437797878581875
Shinchan,United Kingdom,0.3873371936469916,96.0,75.9577848392171,0.4711814518484422,0.7830699467960526
Pokemon,Nigeria,0.43065146739601345,60.0,146.4307931701701,0.8694497500312857,2.400504806068362
Tom and jerry,United Arab Emirates,0.3445752719146121,139.5,28.085992115655014,0.27378123754000294,0.1999002997555517
Mickey mouse,Nigeria,0.6258083120102946,75.0,62.66405745062729,1.1325099291173133,0.8245270717187801
Tom and jerry,Italy,0.44950640167158334,135.0,67.75010506837818,0.41344133194957755,0.4981625372674866
Doraemon,China,0.2750508794962777,61.5,15.496410623928902,0.42716523111087107,0.24794256998286243
Spongebob squarepants,Egypt,0.44890992564552273,141.0,183.7495147752829,0.39526095266958494,1.2940106674315697
Spongebob squarepants,France,0.6256530531486614,49.5,183.7495147752829,1.7038509673133653,3.6386042529758993
Mr bean,Japan,0.4208934273672356,59.0,27.15971993563016,0.8564114212909565,0.45266199892716935
Tom and jerry,United Arab Emirates,0.48101125762926217,100.5,55.46585779227669,0.6065110109353005,0.5464616531258787
Paw patrol,South Korea,0.3237449068336191,89.0,36.71898464161054,0.3882255009578174,0.4079887182401171
Doraemon,Canada,0.4842740929410077,138.0,38.75588815418861,0.44685733641988057,0.278819339238767
Doraemon,Spain,0.40491774074610964,132.0,51.87557531261592,0.3660185783196866,0.39004191964372875
Doraemon,Australia,0.17872497168267126,141.0,74.39612845141788,0.07318789378427476,0.5239163975451964
Doraemon,Japan,0.2661478173138676,51.0,41.35564507108352,0.48443846344495345,0.7953008667516062
Shinchan,United Arab Emirates,0.14421812354577593,50.0,11.50741864512728,0.08924873291397237,0.22563565970837807
Pokemon,India,0.19789820527515173,74.0,183.7495147752829,0.18184194710606238,2.4499935303371054
Spongebob squarepants,Egypt,0.45567308527136063,112.5,93.493272247804,0.5045978810073972,0.8237292709057621
Paw patrol,United Arab Emirates,0.22446898569127563,11.0,93.30461667491171,1.5113165397804174,7.775384722909309
Shinchan,Saudi Arabia,0.19307379227956323,17.0,7.911079586384746,0.7123063699775086,0.43950442146581925
Peppa pig,Italy,0.30236602231530635,96.0,44.17628254287916,0.32290183580855064,0.4554255932255583
Pokemon,South Africa,0.4757055465203921,22.0,61.34028301522649,2.6375115916124403,2.666968826748978
Paw patrol,Saudi Arabia,0.6527450784605717,74.0,54.42803456439294,1.2084047698642444,0.7257071275252391
Peppa pig,Russia,0.33228898099737275,35.0,80.84746563586195,1.0107376613171413,2.2457629343294987
Tom and jerry,China,0.329293765842635,100.5,27.17135439495804,0.35349314172000584,0.2676980728567295
